new_customer,application_date,income_verification,language,date_of_birth,gender,country,loan_amount,county,city,use_of_loan,education,marital_status,nr_dependants,employment_status,employment_duration,employment_position,work_experience,occupation,home_ownership,income_from_employer,income_from_pension,income_from_family_allowance,income_from_social_welfare,income_from_leave_pay,income_from_child_support,income_other,nr_debt_items,total_debt,credit_score_1,credit_score_2,credit_score_3,credit_score_4,nr_previous_loans,amount_previous_loans,previous_repayments,previous_early_repayments,previous_early_repayments_count,default
1,2020-02-08 14:48:33,verified,estonian,1996-10-29,female,EE,530.0,HARJU,TALLINN,other,secondary,cohabitant,0.0,fully,UpTo2Years,SpecialistOfficeWorker,2To5Years,catering,tenant_furnished,750.0,0.0,0.0,0.0,0.0,0.0,0.0,4,425.0,,,,800.0,0,0.0,0.0,0.0,0,1
1,2020-02-09 09:18:40,unverified,estonian,1993-07-20,female,EE,530.0,TARTU,TARTU,home_improvement,secondary,cohabitant,1.0,fully,UpTo2Years,Worker,10To15Years,other,tenant_furnished,750.0,0.0,50.0,0.0,0.0,195.0,0.0,2,698.0,,,,900.0,0,0.0,0.0,0.0,0,0
1,2020-02-03 12:17:09,income_and_expenses_verified,estonian,1986-03-06,male,EE,3190.0,LÄÄNE-VIRU MAAKOND,ROELA,other,secondary,single,0.0,entrepreneur,UpTo3Years,Owner,10To15Years,processing,tenant_furnished,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,286.0,,,,1000.0,0,0.0,0.0,0.0,0,0
0,2020-02-09 10:32:40,unverified,estonian,1986-07-19,female,EE,530.0,HARJU,TISKRE,travel,secondary,cohabitant,2.0,fully,MoreThan5Years,MiddleManager,5To10Years,retail,owner,1090.0,0.0,90.0,0.0,0.0,0.0,300.0,4,542.06,,,,1000.0,2,3000.0,1139.01,0.0,0,1
0,2020-02-08 20:01:47,income_and_expenses_verified,russian,1984-06-10,male,EE,3190.0,HARJU,TALLINN,loan_consolidation,vocational,married,1.0,fully,UpTo5Years,SpecialistOfficeWorker,15To25Years,research,living_with_parents,900.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1300.0,,,,1000.0,1,2300.0,2909.53,0.0,0,1
0,2020-02-03 15:41:12,unverified,spanish,1982-03-04,male,ES,1595.0,VIZCAYA,BALMASEDA,other,vocational,single,0.0,fully,MoreThan5Years,MiddleManager,15To25Years,administrative,mortgage,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1877.0,M4,C,,,3,2425.0,2749.65,1200.0,1,0
0,2020-02-03 15:43:13,unverified,spanish,1990-09-07,female,ES,5525.0,ADSTURIAS,OVIEDO,other,secondary,single,1.0,fully,UpTo5Years,Worker,5To10Years,catering,living_with_parents,939.0,0.0,0.0,0.0,0.0,0.0,350.0,6,1056.56,M1,B,,,1,2125.0,806.06,0.0,0,1
1,2020-02-02 04:45:43,unverified,spanish,1965-05-11,male,ES,5315.0,MADRID,MADRID,other,vocational,married,2.0,self_employed,MoreThan5Years,SuperiorSpecialist,MoreThan25Years,telecom,owner,2650.0,0.0,0.0,0.0,0.0,0.0,2200.0,1,1455.0,M1,C,,,0,0.0,0.0,0.0,0,1
1,2020-02-02 18:24:59,income_and_expenses_verified,spanish,1975-05-24,male,ES,9565.0,GIRONA,QUART,home_improvement,higher,divorced,1.0,fully,MoreThan5Years,Worker,MoreThan25Years,civil_service,living_with_parents,1300.0,0.0,0.0,0.0,0.0,523.0,0.0,2,829.0,M5,C,,,0,0.0,0.0,0.0,0,1
1,2020-02-08 19:46:44,unverified,estonian,1998-05-05,male,EE,530.0,TARTU,TARTU,other,secondary,cohabitant,0.0,fully,UpTo2Years,SpecialistOfficeWorker,LessThan2Years,finance,living_with_parents,850.0,0.0,0.0,0.0,0.0,0.0,250.0,4,777.15,,,,1000.0,0,0.0,0.0,0.0,0,1
0,2020-02-08 16:39:00,unverified,estonian,1978-06-13,male,EE,1700.0,JÄRVAMAA,PAIDE,real_estate,secondary,divorced,0.0,fully,UpTo2Years,Worker,15To25Years,processing,tenant_unfurnished,850.0,0.0,0.0,0.0,0.0,0.0,0.0,5,530.0,,,,700.0,0,0.0,0.0,0.0,0,0
1,2020-02-08 19:47:12,income_and_expenses_verified,finnish,1996-01-07,male,FI,2125.0,VARSINAIS-SUOMI,TURKU,other,vocational,cohabitant,1.0,fully,UpTo3Years,Worker,2To5Years,research,mortgage,1590.0,0.0,0.0,277.0,0.0,0.0,0.0,4,906.0,,,RL2,,0,0.0,0.0,0.0,0,0
0,2020-02-08 22:07:30,income_and_expenses_verified,estonian,1985-01-21,female,EE,635.0,VALGA,VALGA,other,vocational,cohabitant,2.0,retiree,UpTo1Year,Pensioner,10To15Years,other,tenant_unfurnished,0.0,250.0,90.0,53.0,0.0,100.0,250.0,7,658.0,,,,900.0,2,295.86,530.96,0.0,0,1
1,2020-02-06 17:57:20,income_and_expenses_verified,spanish,1983-07-08,male,ES,1060.0,CASTILLA-LA MANCHA,MIGUELTURRA,other,higher,married,1.0,self_employed,UpTo1Year,SpecialistOfficeWorker,10To15Years,energy,tenant_unfurnished,692.0,0.0,0.0,0.0,0.0,0.0,0.0,1,350.0,M5,C,,,0,0.0,0.0,0.0,0,0
0,2020-02-09 17:22:33,verified,estonian,1989-05-26,male,EE,530.0,HARJU,SAKU,travel,basic,single,0.0,fully,MoreThan5Years,Worker,5To10Years,processing,tenant_furnished,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,4,481.18,,,,1000.0,3,5030.0,2808.28,0.0,0,0
0,2020-02-09 19:28:10,unverified,estonian,1981-02-16,male,EE,1060.0,LÄÄNEMAA,NORRBY,home_improvement,secondary,cohabitant,0.0,entrepreneur,MoreThan5Years,Executive,10To15Years,other,owner,1500.0,0.0,0.0,0.0,0.0,0.0,700.0,2,775.67,,,,1000.0,1,2400.0,1470.1,0.0,0,0
1,2020-02-07 10:26:59,income_and_expenses_verified,spanish,1979-01-11,female,ES,2125.0,ILLES BALEARS,PALMA,travel,vocational,single,0.0,self_employed,UpTo2Years,Executive,10To15Years,finance,tenant_furnished,1537.0,0.0,0.0,0.0,0.0,0.0,0.0,5,890.0,M1,B,,,0,0.0,0.0,0.0,0,1
1,2020-02-08 17:32:57,income_and_expenses_verified,estonian,1995-08-04,male,EE,1595.0,RAPLA,KEHTNA ALEVIK,home_improvement,secondary,single,0.0,fully,MoreThan5Years,Worker,5To10Years,construction,owner,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,2,442.0,,,,800.0,0,0.0,0.0,0.0,0,0
0,2020-02-10 02:52:10,unverified,estonian,1988-04-16,female,EE,2445.0,HARJU,TALLINN,other,secondary,cohabitant,0.0,entrepreneur,UpTo4Years,Executive,5To10Years,agriculture,owner,480.0,260.0,0.0,0.0,0.0,0.0,0.0,4,451.19,,,,1000.0,2,2595.0,409.67,0.0,0,0
0,2020-02-09 17:58:06,verified,estonian,1970-07-30,male,EE,6910.0,VALGA,VALGA,other,basic,cohabitant,0.0,fully,UpTo3Years,Worker,10To15Years,agriculture,joint_ownership,650.0,0.0,0.0,0.0,0.0,0.0,0.0,2,270.0,,,,1000.0,2,1300.0,1547.52,0.0,0,1
1,2020-02-06 15:31:45,unverified,estonian,1984-01-30,male,EE,10630.0,HARJU,TALLINN,business,higher,single,1.0,entrepreneur,UpTo1Year,Owner,10To15Years,other,tenant_unfurnished,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,1,480.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2020-02-03 18:55:52,verified,spanish,1982-04-22,female,ES,1700.0,CANARIAS,PUERTO DEL ROSARIO,other,higher,divorced,0.0,partially,MoreThan5Years,Worker,5To10Years,administrative,joint_tenant,607.0,0.0,0.0,0.0,0.0,0.0,0.0,1,350.0,M5,C,,,0,0.0,0.0,0.0,0,0
0,2020-02-04 16:44:23,income_and_expenses_verified,spanish,1989-10-22,male,ES,2125.0,COMUNIDAD DE MADRID,COSLADA,education,higher,single,0.0,fully,UpTo4Years,Executive,2To5Years,administrative,living_with_parents,899.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1107.04,M1,C,,,3,2060.0,1021.51,800.0,3,1
0,2020-02-05 10:14:00,income_and_expenses_verified,spanish,1958-09-14,female,ES,8505.0,GUADALAJARA,GUADALAJARA,other,higher,single,0.0,fully,MoreThan5Years,SuperiorSpecialist,MoreThan25Years,civil_service,mortgage,1738.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3489.41,M3,A,,,1,2125.0,241.71,0.0,0,1
0,2020-02-07 10:41:45,verified,estonian,1969-04-13,male,EE,6375.0,LÄÄNE-VIRU MAAKOND,VINNI VALD,business,higher,cohabitant,1.0,fully,MoreThan5Years,SpecialistOfficeWorker,15To25Years,education,owner,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1087.6,,,,1000.0,1,4500.0,941.67,9500.0,2,1
1,2020-02-05 13:57:38,verified,spanish,1991-01-10,female,ES,530.0,ANDALUCÍA,MÁLAGA,other,vocational,married,0.0,fully,UpTo2Years,Worker,5To10Years,other,owner,901.0,0.0,0.0,0.0,0.0,0.0,0.0,1,350.0,M5,B,,,0,0.0,0.0,0.0,0,1
1,2020-02-06 15:13:36,income_and_expenses_verified,spanish,1975-06-30,male,ES,5315.0,CANTABRIA,LIERGANES,education,higher,married,0.0,self_employed,MoreThan5Years,Owner,15To25Years,other,mortgage,3321.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1431.0,M1,B,,,0,0.0,0.0,0.0,0,1
1,2020-02-10 12:08:04,income_and_expenses_verified,spanish,1965-10-30,female,ES,1060.0,TENERIFE,SANTA CRUZ DE TENERIFE,health,higher,single,0.0,fully,MoreThan5Years,SpecialistOfficeWorker,MoreThan25Years,civil_service,living_with_parents,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1105.0,M1,B,,,0,0.0,0.0,0.0,0,0
1,2020-02-09 21:31:42,income_and_expenses_verified,russian,1972-11-09,male,EE,530.0,IDA-VIRU,AHTME,other,vocational,married,2.0,fully,UpTo3Years,SuperiorSpecialist,MoreThan25Years,utilities,joint_ownership,750.0,0.0,0.0,0.0,0.0,0.0,0.0,2,426.0,,,,1000.0,0,0.0,0.0,0.0,0,0
1,2020-02-07 10:42:26,income_and_expenses_verified,spanish,1982-04-30,male,ES,10630.0,BARCELONA,BARCELONA,home_improvement,higher,married,1.0,retiree,UpTo5Years,Pensioner,15To25Years,other,owner,0.0,2567.0,0.0,0.0,0.0,0.0,0.0,4,1883.0,M5,C,,,1,1420.0,1428.33,0.0,0,1
1,2020-02-09 21:27:23,income_and_expenses_verified,finnish,1992-12-08,female,FI,2125.0,UUSIMAA,HELSINKI,loan_consolidation,secondary,divorced,0.0,fully,UpTo2Years,Worker,5To10Years,finance,tenant_unfurnished,1512.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1429.0,,,RL2,,0,0.0,0.0,0.0,0,1
0,2020-02-05 19:45:31,income_and_expenses_verified,spanish,1985-01-13,female,ES,3190.0,MADRID,MADRID,other,higher,married,2.0,fully,UpTo3Years,Worker,5To10Years,catering,tenant_unfurnished,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,4,684.43,M6,A,,,2,4000.0,1165.77,0.0,0,0
0,2020-02-07 19:47:17,verified,finnish,1986-01-03,female,FI,5315.0,UUSIMAA,HELSINKI,home_improvement,higher,married,0.0,fully,UpTo3Years,Worker,5To10Years,healthcare,owner,1526.0,0.0,0.0,0.0,0.0,0.0,0.0,4,754.46,,,RL2,,2,5000.0,1602.04,0.0,0,0
1,2020-01-30 18:41:41,unverified,spanish,1980-05-02,male,ES,3720.0,COMUNIDAD DE MADRID,COLMENAR DEL ARROYO,business,secondary,divorced,0.0,self_employed,UpTo1Year,SuperiorSpecialist,5To10Years,construction,tenant_furnished,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,420.0,M6,A,,,0,0.0,0.0,0.0,0,1
1,2020-02-10 14:46:35,income_and_expenses_verified,finnish,1975-05-04,female,FI,2230.0,KESKI-SUOMI,JÄMSÄNKOSKI,vehicle,secondary,single,1.0,retiree,UpTo2Years,Worker,10To15Years,other,tenant_unfurnished,0.0,989.0,95.0,22.0,0.0,250.0,0.0,3,650.0,,,RL4,,0,0.0,0.0,0.0,0,0
0,2020-02-11 10:52:02,verified,estonian,1982-10-06,female,EE,1595.0,PÄRNUMAA,SAUGA,home_improvement,higher,cohabitant,1.0,fully,UpTo5Years,SpecialistOfficeWorker,10To15Years,finance,mortgage,765.0,0.0,50.0,0.0,150.0,0.0,0.0,3,526.89,,,,1000.0,3,4060.0,3627.52,0.0,0,0
1,2020-02-08 20:18:20,income_and_expenses_verified,spanish,1973-10-23,male,ES,530.0,COMUNIDAD DE MADRID,MADRID,real_estate,basic,single,0.0,fully,MoreThan5Years,Worker,15To25Years,other,owner,832.0,0.0,0.0,0.0,0.0,0.0,0.0,6,917.0,M5,A,,,0,0.0,0.0,0.0,0,1
0,2020-02-09 19:32:38,unverified,russian,1970-05-11,female,EE,1380.0,HARJU,TALLINN,business,higher,married,0.0,entrepreneur,UpTo3Years,Executive,MoreThan25Years,entertainment,joint_ownership,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,5,578.19,,,,1000.0,3,2730.0,833.27,0.0,0,1
1,2020-02-01 09:02:09,unverified,estonian,1981-12-21,male,EE,2655.0,HARJU,TALLINN,loan_consolidation,basic,single,1.0,fully,UpTo3Years,SpecialistOfficeWorker,15To25Years,retail,tenant_unfurnished,820.0,0.0,0.0,0.0,0.0,0.0,0.0,4,390.77,,,,900.0,0,0.0,0.0,0.0,0,1
0,2020-02-08 09:08:06,verified,spanish,1970-03-07,female,ES,3190.0,MALAGA,MALAGA,home_improvement,secondary,married,2.0,fully,MoreThan5Years,Worker,MoreThan25Years,transport,owner,1467.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1174.96,M1,C,,,2,2690.0,2430.69,3000.0,1,1
1,2020-02-07 17:12:08,income_and_expenses_verified,estonian,1994-02-27,male,EE,5845.0,HARJU,TALLINN,other,secondary,single,0.0,fully,TrialPeriod,Worker,2To5Years,transport,tenant_furnished,716.0,0.0,0.0,0.0,0.0,0.0,0.0,2,264.25,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2020-02-07 23:32:13,income_and_expenses_verified,spanish,1991-11-10,female,ES,5845.0,BARCELONA,PARETS DEL VALLES,other,higher,married,0.0,fully,UpTo3Years,SpecialistOfficeWorker,5To10Years,other,living_with_parents,800.0,0.0,0.0,0.0,0.0,0.0,0.0,2,529.0,M1,B,,,0,0.0,0.0,0.0,0,0
0,2020-02-03 12:28:00,income_and_expenses_verified,estonian,1996-08-12,male,EE,9565.0,TARTU,TARTU,other,basic,cohabitant,0.0,fully,UpTo2Years,Worker,2To5Years,construction,owner,2166.0,0.0,0.0,0.0,0.0,0.0,0.0,2,739.0,,,,1000.0,0,0.0,0.0,4500.0,1,1
1,2020-02-02 10:50:54,income_and_expenses_verified,spanish,1972-06-02,male,ES,3190.0,CATALUNYA,BARCELONA,other,basic,divorced,0.0,fully,MoreThan5Years,Worker,MoreThan25Years,transport,tenant_furnished,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1137.0,M2,B,,,0,0.0,0.0,0.0,0,1
1,2020-02-10 15:53:59,unverified,finnish,1966-03-21,female,FI,2125.0,,SAVONLINNA,other,higher,cohabitant,0.0,partially,UpTo3Years,Worker,15To25Years,healthcare,tenant_unfurnished,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1038.0,,,RL1,,0,0.0,0.0,0.0,0,1
1,2020-02-09 18:52:23,unverified,estonian,1976-02-23,male,EE,3190.0,TARTU,TARTU VALD,business,secondary,married,1.0,self_employed,UpTo1Year,Owner,15To25Years,agriculture,living_with_parents,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,820.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2020-02-07 21:10:06,verified,spanish,1985-02-20,female,ES,1060.0,COMUNIDAD DE MADRID,MAJADAHONDA,other,higher,single,1.0,fully,UpTo4Years,SpecialistOfficeWorker,10To15Years,telecom,tenant_unfurnished,1050.0,0.0,0.0,0.0,0.0,150.0,0.0,2,560.0,M1,B,,,0,0.0,0.0,0.0,0,1
1,2020-02-10 22:13:14,income_and_expenses_verified,estonian,1998-03-23,male,EE,530.0,HIIU,KÄINA,other,secondary,single,0.0,fully,UpTo1Year,Worker,2To5Years,mining,living_with_parents,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,660.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2020-02-07 15:01:19,income_and_expenses_verified,russian,1996-08-07,male,EE,4465.0,HARJU,TALLINN,home_improvement,secondary,single,0.0,fully,UpTo1Year,Worker,2To5Years,retail,tenant_furnished,533.0,0.0,0.0,0.0,0.0,0.0,175.0,6,656.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2020-02-02 22:25:08,unverified,spanish,1949-11-13,male,ES,5315.0,COMUNIDAD VALENCIANA,VALÈNCIA,home_improvement,vocational,cohabitant,0.0,retiree,UpTo5Years,SuperiorSpecialist,15To25Years,other,owner,0.0,1350.0,0.0,0.0,0.0,0.0,505.0,3,956.0,M1,B,,,0,0.0,0.0,0.0,0,1
1,2020-02-11 09:19:21,income_and_expenses_verified,estonian,1992-06-28,female,EE,1595.0,VILJANDI,KARKSI VALD,home_improvement,secondary,cohabitant,2.0,fully,UpTo1Year,Worker,5To10Years,catering,owner,0.0,0.0,100.0,0.0,378.0,215.0,0.0,3,445.0,,,,600.0,0,0.0,0.0,0.0,0,1
1,2020-02-07 20:11:02,income_and_expenses_verified,spanish,1959-09-03,male,ES,3505.0,ILLES BALEARS,PALMA,vehicle,secondary,married,0.0,fully,UpTo5Years,Worker,MoreThan25Years,processing,tenant_unfurnished,1669.0,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0,M3,C,,,0,0.0,0.0,0.0,0,0
1,2020-02-10 16:29:58,verified,estonian,1990-12-11,male,EE,3720.0,JÕGEVA MAAKOND,JÕGEVA,business,higher,single,0.0,fully,UpTo2Years,SpecialistOfficeWorker,2To5Years,real_estate,living_with_parents,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0,,,,1000.0,0,0.0,0.0,0.0,0,0
1,2020-02-08 21:16:45,income_and_expenses_verified,estonian,1977-06-03,male,EE,8505.0,IDA-VIRU,LÜGANUSE VALD,loan_consolidation,secondary,divorced,1.0,partially,MoreThan5Years,MiddleManager,5To10Years,retail,owner,1193.0,0.0,50.0,0.0,0.0,0.0,0.0,6,1164.0,,,,800.0,0,0.0,0.0,0.0,0,1
1,2020-02-03 16:48:18,verified,spanish,1988-12-20,female,ES,5315.0,MADRID,MADRID,home_improvement,higher,single,0.0,fully,UpTo1Year,MiddleManager,5To10Years,telecom,living_with_parents,1348.0,0.0,0.0,0.0,0.0,0.0,0.0,2,904.0,M5,C,,,0,0.0,0.0,0.0,0,0
0,2020-02-11 15:22:40,verified,spanish,1973-11-21,male,ES,1595.0,EUSKADI,SOPELA,business,higher,cohabitant,0.0,self_employed,MoreThan5Years,Worker,15To25Years,other,owner_with_encumbrance,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1050.0,M4,B,,,3,11500.0,14510.35,0.0,0,0
1,2020-02-09 23:44:42,unverified,estonian,1974-10-12,male,EE,3190.0,PÄRNU MAAKOND,PÄRNU,home_improvement,secondary,single,1.0,fully,UpTo2Years,SpecialistOfficeWorker,10To15Years,other,owner,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1630.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2020-02-09 12:27:40,verified,finnish,1960-05-05,male,FI,5315.0,UUSIMAA,HELSINKI,other,higher,cohabitant,0.0,fully,UpTo5Years,SuperiorSpecialist,MoreThan25Years,civil_service,joint_tenant,2955.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1343.0,,,RL1,,0,0.0,0.0,0.0,0,1
0,2020-02-09 22:04:11,income_and_expenses_verified,russian,1967-02-12,male,EE,5315.0,HARJU,TALLINN,other,higher,married,0.0,fully,UpTo5Years,SuperiorSpecialist,MoreThan25Years,healthcare,joint_ownership,800.0,271.0,0.0,36.0,0.0,0.0,200.0,3,620.0,,,,1000.0,1,5000.0,6674.86,0.0,0,0
1,2020-02-04 14:32:18,verified,spanish,1973-07-14,male,ES,2655.0,ILLES BALEARS,SA VILETA-SON RAPINYA,health,higher,married,3.0,fully,UpTo2Years,MiddleManager,10To15Years,finance,tenant_unfurnished,4011.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1203.0,M4,C,,,0,0.0,0.0,0.0,0,1
1,2020-02-10 13:58:21,unverified,estonian,1968-03-25,male,EE,10630.0,JÄRVA MAAKOND,AHULA,other,vocational,married,2.0,entrepreneur,MoreThan5Years,Owner,10To15Years,construction,joint_tenant,1500.0,0.0,0.0,0.0,0.0,0.0,1000.0,2,1042.0,,,,1000.0,0,0.0,0.0,0.0,0,1
0,2020-02-12 13:37:18,income_and_expenses_verified,estonian,1977-06-23,female,EE,1060.0,HARJU,PEETRI KÜLA,other,secondary,divorced,0.0,fully,UpTo3Years,Worker,15To25Years,retail,owner,620.0,0.0,0.0,0.0,0.0,0.0,0.0,5,587.27,,,,700.0,3,7055.0,7543.9,500.0,1,0
1,2020-02-10 11:26:25,verified,russian,1995-07-13,male,EE,530.0,TARTU,TARTU,other,vocational,cohabitant,1.0,fully,UpTo3Years,Worker,5To10Years,processing,living_with_parents,700.0,0.0,0.0,0.0,0.0,0.0,0.0,2,350.0,,,,1000.0,0,0.0,0.0,0.0,0,0
0,2020-02-10 11:32:27,unverified,finnish,1963-12-22,male,FI,4785.0,KESKI-POHJANMAA,KOKKOLA,home_improvement,higher,married,2.0,fully,MoreThan5Years,Executive,MoreThan25Years,transport,mortgage,3282.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1984.0,,,RL1,,1,3500.0,4045.63,0.0,0,1
0,2020-02-09 08:36:08,verified,finnish,1974-07-17,male,FI,6375.0,UUSIMAA,HYVINKÄÄ,health,secondary,married,1.0,fully,UpTo2Years,SpecialistOfficeWorker,15To25Years,transport,tenant_unfurnished,1698.0,0.0,95.0,0.0,0.0,0.0,0.0,4,1255.67,,,RL2,,1,3000.0,1292.99,0.0,0,1
0,2020-02-10 15:21:00,verified,estonian,1961-12-26,male,EE,3190.0,HARJU,TALLINN,business,higher,cohabitant,0.0,fully,UpTo2Years,SuperiorSpecialist,MoreThan25Years,telecom,tenant_furnished,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,7,717.83,,,,800.0,2,3595.0,619.68,0.0,0,1
1,2020-02-07 23:28:42,verified,spanish,1971-05-01,male,ES,3190.0,EUSKADI,ORIO,other,secondary,divorced,2.0,fully,MoreThan5Years,MiddleManager,MoreThan25Years,construction,mortgage,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1430.0,M2,B,,,0,0.0,0.0,0.0,0,1
1,2020-02-01 06:56:23,unverified,spanish,1988-02-24,female,ES,2125.0,GALICIA PONTEVEDRA,COTOBADE,health,basic,married,0.0,partially,UpTo1Year,Worker,2To5Years,healthcare,living_with_parents,700.0,0.0,0.0,0.0,0.0,0.0,50.0,5,740.0,M1,A,,,0,0.0,0.0,0.0,0,1
1,2020-02-10 21:59:26,income_and_expenses_verified,finnish,1993-05-14,female,FI,8505.0,POHJANMAA,PIETARSAARI,loan_consolidation,vocational,cohabitant,4.0,fully,UpTo2Years,Worker,2To5Years,healthcare,joint_tenant,1500.0,0.0,201.0,0.0,0.0,0.0,0.0,3,613.0,,,RL2,,0,0.0,0.0,0.0,0,0
1,2020-02-13 15:27:01,unverified,estonian,1983-09-18,male,EE,955.0,JÄRVAMAA,PAIDE,home_improvement,basic,cohabitant,1.0,fully,UpTo1Year,Worker,10To15Years,construction,mortgage,900.0,0.0,0.0,0.0,0.0,0.0,0.0,2,379.0,,,,1000.0,0,0.0,0.0,0.0,0,1
0,2020-02-14 11:35:38,unverified,estonian,1976-05-11,female,EE,530.0,VILJANDI,KARKSI-NUIA,home_improvement,basic,married,1.0,fully,MoreThan5Years,Worker,10To15Years,processing,owner,700.0,0.0,50.0,0.0,0.0,215.0,0.0,4,491.44,,,,700.0,1,1060.0,344.62,0.0,0,0
0,2020-02-14 07:11:48,unverified,estonian,1987-08-10,female,EE,3720.0,HARJU,TALLINN,travel,higher,cohabitant,1.0,entrepreneur,UpTo1Year,Owner,10To15Years,other,owner,2500.0,0.0,50.0,0.0,0.0,0.0,0.0,5,1128.15,,,,1000.0,3,4595.0,3757.0,0.0,0,0
1,2020-02-08 16:55:41,unverified,spanish,1985-02-15,male,ES,2655.0,CANTABRIA,CASTRO URDIALES,real_estate,vocational,married,0.0,self_employed,UpTo1Year,Owner,5To10Years,utilities,tenant_furnished,2000.0,0.0,0.0,200.0,0.0,0.0,1350.0,1,1065.0,M6,C,,,0,0.0,0.0,0.0,0,1
1,2020-02-11 13:09:48,unverified,estonian,1988-06-23,male,EE,1595.0,HARJU,TALLINN,other,secondary,married,1.0,fully,UpTo4Years,SpecialistOfficeWorker,10To15Years,civil_service,owner,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0,,,,1000.0,0,0.0,0.0,0.0,0,0
0,2020-02-10 08:53:39,income_and_expenses_verified,russian,1985-06-10,female,EE,10630.0,HARJU,TALLINN,home_improvement,higher,divorced,1.0,fully,MoreThan5Years,Executive,15To25Years,healthcare,owner,825.0,0.0,50.0,0.0,0.0,200.0,0.0,2,547.0,,,,1000.0,1,8500.0,10090.8,0.0,0,0
0,2020-02-15 10:13:08,unverified,estonian,1997-01-14,female,EE,3720.0,HARJU,TALLINN,vehicle,secondary,single,0.0,fully,UpTo3Years,Worker,2To5Years,catering,living_with_parents,550.0,0.0,0.0,0.0,0.0,0.0,0.0,4,502.35,,,,1000.0,3,5100.0,3524.55,1300.0,1,0
1,2020-02-13 11:48:48,unverified,estonian,1993-12-26,male,EE,530.0,HARJU,TALLINN,health,secondary,single,0.0,fully,UpTo2Years,Worker,5To10Years,transport,joint_ownership,950.0,0.0,0.0,0.0,0.0,0.0,100.0,5,725.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2020-02-11 18:45:47,income_and_expenses_verified,estonian,1995-04-13,female,EE,740.0,HARJU,TALLINN,loan_consolidation,secondary,cohabitant,1.0,fully,UpTo3Years,Worker,2To5Years,retail,joint_ownership,505.0,0.0,50.0,0.0,0.0,0.0,0.0,6,557.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2020-02-14 12:07:56,verified,estonian,1995-05-04,female,EE,4250.0,HARJU,TALLINN,home_improvement,higher,single,0.0,fully,UpTo2Years,SpecialistOfficeWorker,2To5Years,telecom,living_with_parents,819.0,0.0,0.0,0.0,0.0,0.0,0.0,3,481.02,,,,1000.0,0,0.0,0.0,0.0,0,0
0,2020-02-10 12:22:50,unverified,spanish,1982-07-16,male,ES,8505.0,COMUNIDAD DE MADRID,MADRID,business,higher,single,0.0,entrepreneur,UpTo2Years,Owner,2To5Years,finance,tenant_furnished,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1336.49,M2,C,,,3,2305.0,775.03,0.0,0,0
1,2020-02-10 13:58:07,verified,spanish,1964-06-18,female,ES,5315.0,BALEARES,PALMA DE MALLORCA,home_improvement,higher,divorced,0.0,fully,UpTo5Years,Worker,15To25Years,catering,owner,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,390.0,M6,C,,,0,0.0,0.0,0.0,0,1
